Steps,Weight (kg),Sleep Duration (hours),Calories Burned,Water Intake (L),Health Status
7415,85.1,5.6,1816,1.5,Healthy
7969,84.5,7,2113,2.8,Healthy
7886,84.5,6.4,1731,1.1,Healthy
8183,84.8,7,1701,2.3,Unhealthy
8125,85.3,4.3,1779,1.2,Unhealthy
7885,84.8,5.6,1811,2.2,Healthy
7423,85.3,4.3,1854,2.9,Healthy
7654,84.5,7.5,1748,2.8,Healthy
8083,85.2,4.2,1771,1.9,Unhealthy
7869,84.6,8.9,2189,1.9,Healthy
7886,85,6.8,1975,1.1,Healthy
7816,85,7.3,2098,1,Healthy
7862,84.6,5.4,1708,1.2,Healthy
7517,84.8,7.9,1885,2.6,Healthy
7831,85.4,5,2106,2.3,Healthy
8148,85.4,8.4,1716,2.7,Unhealthy
7349,85.4,8.4,1957,2.6,Healthy
7609,85.4,7.7,2020,1.5,Healthy
7415,85,6.6,2236,2,Healthy
7699,84.6,4.3,1660,1.1,Healthy
8114,85.1,7,1893,1.2,Unhealthy
7525,85.4,7.3,1696,1.5,Healthy
8239,85.5,5.1,2062,2,Unhealthy
8279,84.6,4,1721,2.5,Unhealthy
7842,84.5,6.6,1713,3,Healthy
7532,84.5,7.3,2138,1.1,Healthy
7958,84.9,4.6,1727,1.6,Healthy
7625,84.6,5.9,2099,2.8,Healthy
7751,84.6,4.1,1861,2.5,Healthy
7363,84.5,7.7,2237,2.9,Healthy
7375,85.2,7.8,1970,2.6,Healthy
7412,85.4,7.9,2103,1.5,Healthy
7346,85.2,8,1796,1.1,Healthy
7621,85,6.4,1985,1.8,Healthy
7896,85.4,5.2,1924,2.4,Healthy
7332,85.4,5.6,1746,2.6,Healthy
7953,85.5,8.4,1708,2.4,Healthy
8239,85,5,1981,1.4,Unhealthy
8229,85.2,5.4,1962,2.6,Unhealthy
8139,85.4,6.9,2174,1.9,Unhealthy
7426,85.1,6,2080,1.1,Healthy
7373,85,5.5,1661,2.9,Healthy
7330,85.1,8.3,2235,2.2,Healthy
8054,85.3,8.1,1679,2.5,Healthy
7360,85.4,5.5,2079,2.1,Healthy
8173,84.7,8.1,1684,1.9,Unhealthy
7633,85.1,5.8,1992,1.1,Healthy
7955,84.6,5.5,2220,1.1,Healthy
7581,84.7,8.2,1982,2.8,Healthy
7819,85,5.7,1725,2.5,Healthy
7888,85.4,6.8,2194,1.1,Healthy
7487,85.5,7.1,2220,1.5,Healthy
8056,85.3,5.1,2166,2.5,Unhealthy
8031,84.9,6.2,2132,1.4,Unhealthy
8143,85.4,6.8,2192,2.7,Unhealthy
7548,85,4.9,2226,1.4,Healthy
7506,85,4.2,2075,2.3,Healthy
7380,85.3,7.4,2109,2.2,Healthy
7655,84.6,7.2,1770,3,Healthy
8078,85.1,8.8,1870,1.6,Unhealthy
7312,85.2,7.3,1744,2.9,Healthy
8119,84.8,7.4,1688,2.8,Unhealthy
7361,84.6,6.2,2129,1.6,Healthy
7638,85.3,5.9,1835,1.9,Healthy
7440,85.5,6.6,2139,1.9,Healthy
8185,85,6.6,2154,3,Unhealthy
7536,85.5,7.4,1884,2.5,Healthy
7834,84.8,6.9,2013,1.3,Healthy
7875,85.3,6,1761,2.7,Healthy
7742,85.1,7.7,1682,2.2,Healthy
7810,84.7,7.3,1923,1.7,Healthy
7429,84.6,6,1765,1.8,Healthy
7740,84.7,4.4,1977,1.6,Healthy
8038,85.2,6.9,1754,1.5,Healthy
7779,85.5,6,2137,2.7,Healthy
7338,85.2,7.4,1854,1.4,Healthy
8107,85.2,5.1,1954,2.8,Unhealthy
7871,85.1,5.2,1936,2,Healthy
7718,84.7,5.1,1875,2.3,Healthy
8256,84.6,7.4,2160,1.6,Unhealthy
8063,84.8,8,2225,1.2,Unhealthy
8109,85.1,7.1,2008,1.5,Unhealthy
7622,85.4,7.8,1726,1,Healthy
7700,85,4.4,1805,2.9,Healthy
8256,85.3,4.4,2101,1,Unhealthy
7933,84.9,9,2068,2.3,Healthy
7871,85.4,4.7,1902,2.4,Healthy
8100,84.5,4.8,2158,2.9,Unhealthy
7709,85.3,4.7,2088,2.7,Healthy
7457,85.2,8.2,1705,2.2,Healthy
7991,85.2,8.3,2240,2,Unhealthy
7329,84.8,7.5,2176,2.7,Healthy
7458,85.5,6.6,2009,1.7,Healthy
7933,85.1,6,2068,1.9,Healthy
7364,85.3,8.7,2162,1.3,Healthy
7734,85.1,6.4,2056,1.2,Healthy
8147,84.6,7,1896,1.5,Unhealthy
7337,84.9,4.1,2222,1.7,Healthy
7663,85.3,5.1,1964,1.4,Healthy
8067,84.6,6.7,1770,1.2,Healthy
8219,85,5.8,2156,2.8,Unhealthy
7511,85.5,7.9,1961,1.7,Healthy
8090,85,4,1933,2.9,Unhealthy
7644,84.8,5.9,1732,2.6,Healthy
7845,84.9,6,2136,1.1,Healthy
8132,84.8,4.7,1895,2.2,Unhealthy
7829,85.1,4.2,2212,1.9,Healthy
7582,85,8.2,2198,2.1,Healthy
8066,85.2,6.8,2017,2.6,Unhealthy
7904,85.5,7.4,1901,1.3,Healthy
7700,84.6,8,2115,2.3,Healthy
8085,85.5,6,2161,1.7,Unhealthy
7293,85.5,4.2,2192,2.8,Healthy
8194,85.5,8.3,2198,1.2,Unhealthy
7426,84.7,7.1,2045,1.7,Healthy
7827,84.7,4.4,1950,2.4,Healthy
7939,85.3,5.2,1786,1.8,Healthy
7355,84.6,5.2,2240,2.8,Healthy
7503,84.7,8.6,1866,1.9,Healthy
7552,84.7,4.3,1827,1.1,Healthy
7323,84.6,4.9,1953,2.4,Healthy
8086,84.9,5.9,2201,1,Unhealthy
8275,84.7,7,1848,1.4,Unhealthy
8012,85.4,7.4,2189,1.7,Unhealthy
8026,84.6,7.2,2094,2.5,Unhealthy
7531,84.8,5.4,1850,2,Healthy
8183,84.9,7.9,2085,1,Unhealthy
7795,85.5,5.1,1833,2.5,Healthy
7998,85.5,7.3,2087,2.9,Healthy
8127,84.6,8.3,1897,2.2,Unhealthy
7908,84.7,7.4,2045,1.4,Healthy
7685,85.4,8.4,1647,2.4,Healthy
7898,84.6,7.9,1927,2.3,Healthy
7411,84.7,4.4,2205,1,Healthy
8076,85.3,7.5,2136,2.3,Unhealthy
7641,84.7,5.2,1951,2.9,Healthy
7702,85.2,8.2,2166,2.9,Healthy
8075,85.3,5.7,2058,1.6,Unhealthy
7446,85.3,7.2,1964,1.5,Healthy
7653,85.4,5.6,2222,3,Healthy
7889,84.7,5.5,1865,2.3,Healthy
8272,85.2,5.4,1875,2,Unhealthy
7938,85.4,7.7,2116,1.9,Healthy
7741,84.8,6.9,2001,2,Healthy
7945,84.9,8.9,1701,2.7,Healthy
7270,84.5,4.7,1861,1.9,Healthy
7589,84.6,6.2,1852,2.2,Healthy
7622,85.3,6.7,2094,2.3,Healthy
7309,84.9,5.5,1902,1.6,Healthy
7767,85,8.7,2235,2.6,Healthy
7331,85.1,6.8,1915,2.1,Healthy
8085,84.9,7.7,1652,2.1,Healthy
8168,84.9,9,1788,2.5,Unhealthy
7676,85.2,4.9,1926,2,Healthy
7538,85.3,5.5,1840,2.5,Healthy
8213,85.1,6.6,1926,1.5,Unhealthy
8022,85.1,5.9,1717,1.8,Healthy
7945,84.9,7.7,1804,1.5,Healthy
8174,85.4,6.7,2023,1.7,Unhealthy
7635,85,5.2,1924,2.4,Healthy
7825,84.5,8.2,1924,2.7,Healthy
7276,85.3,5.1,1685,1.6,Healthy
7286,84.7,6.4,1693,1.9,Healthy
7377,84.6,4.6,1855,1.1,Healthy
7596,84.9,5.2,2059,2.6,Healthy
7640,85,8.1,1854,1.2,Healthy
8158,84.9,7.9,1849,1.2,Unhealthy
7291,84.9,5.7,1666,1.6,Healthy
7628,85.2,6.1,2019,2.8,Healthy
7736,85.2,8.9,1869,1.9,Healthy
7592,85.3,5.8,1837,1.9,Healthy
7264,84.7,6.9,1643,1.1,Healthy
7574,85,8.1,2054,1.7,Healthy
7367,84.9,5.7,1820,2.5,Healthy
7429,85,5.4,2144,1.2,Healthy
8103,85,4.8,1726,1.2,Unhealthy
7513,85.1,6.8,1981,2.2,Healthy
7845,85.2,5.2,1844,1.9,Healthy
7911,84.7,8.6,1794,2.4,Healthy
8123,84.8,8.2,1724,2.7,Unhealthy
8133,85.1,4.7,2141,1.6,Unhealthy
7752,84.7,8.6,2190,2.8,Healthy
7761,85,5.9,1929,2.1,Healthy
8243,84.5,5.9,1652,1.1,Unhealthy
8167,85.1,7.7,1903,1.8,Unhealthy
7270,84.7,8.5,1847,1.3,Healthy
8151,85.3,6.9,2140,2.6,Unhealthy
7781,84.7,6.5,1737,1.9,Healthy
7792,85.1,4.9,1993,2.9,Healthy
7606,85.4,6.2,1851,2.3,Healthy
7664,85.1,7,1797,2.3,Healthy
8008,85.3,6.3,2094,1.9,Unhealthy
7727,84.5,5.6,1640,1.1,Healthy
7578,85.4,8.6,2036,1.1,Healthy
7921,84.8,4.2,2088,2.7,Healthy
7325,85.4,7.5,1928,2.8,Healthy
7644,84.8,8.2,1930,2.6,Healthy
7761,84.9,8.2,1797,2.5,Healthy
7597,84.7,6.1,2184,2,Healthy
7992,85.5,6.8,1954,1.2,Healthy
7278,85.5,6.7,2065,2.2,Healthy
7445,84.9,7.5,1667,2.7,Healthy
7928,85.2,7.1,1927,1.6,Healthy
7876,84.5,7.4,1742,2.3,Healthy
8183,85,5.1,1825,1.5,Unhealthy
7691,84.7,4.6,2043,2.6,Healthy
7380,85.3,6.1,1732,2.9,Healthy
7885,84.7,8.8,1637,1.8,Healthy
7599,85.4,6.9,2204,2.6,Healthy
7712,85.1,4.8,1849,1.4,Healthy
7523,85.3,4.8,1642,2.5,Healthy
7996,84.9,8.9,2078,2.5,Healthy
7810,85,4,2043,2.7,Healthy
7698,85.4,5.1,2118,2.8,Healthy
8154,84.6,8.4,1843,1.3,Unhealthy
7409,85,7.5,2118,2.9,Healthy
8159,85.2,4.3,1882,2.9,Unhealthy
7509,85.4,5.1,1772,1.3,Healthy
8098,84.6,7.9,1722,1.4,Unhealthy
7268,85,8.3,1902,2.4,Healthy
7654,85.3,7.2,1674,3,Healthy
7682,84.7,4.3,1791,2.6,Healthy
7800,85.4,5.9,1763,1.4,Healthy
7405,85.2,8.8,2229,2.3,Healthy
7899,84.8,7,1725,1,Healthy
8224,85.1,8.4,1825,1.1,Unhealthy
7420,85.1,6.3,1789,1.3,Healthy
7532,85.1,5.2,1881,1.4,Healthy
7564,84.7,4.8,1670,2.3,Healthy
7309,85.4,7.4,1643,1.6,Healthy
7717,84.5,5.5,1818,1.2,Healthy
7918,85.5,6.5,1948,1.7,Healthy
7261,85.1,7.1,2195,1.8,Healthy
7457,85.1,5.2,2228,2.4,Healthy
7532,84.5,4.1,1914,2.5,Healthy
7592,84.9,4.9,1962,2.5,Healthy
7545,85.3,6.5,1753,1.4,Healthy
7785,85,7.5,1896,1.3,Healthy
8205,84.5,6.3,1675,2.7,Unhealthy
8127,85.5,8.9,1716,2.7,Unhealthy
7850,85.2,6.6,2135,2.6,Healthy
7563,85,8.5,1849,1,Healthy
8107,84.8,7.8,1742,1.4,Unhealthy
7993,85.5,5.3,2160,1.9,Unhealthy
8155,85.2,5.5,2046,1.6,Unhealthy
8066,85.3,7.3,1981,1,Unhealthy
7920,84.8,7.7,2174,1.7,Healthy
7839,84.8,7.4,2142,1.3,Healthy
8150,85.2,6.5,1663,1.2,Unhealthy
7327,84.7,6.2,1822,1.9,Healthy
8129,84.9,7.5,2060,1.7,Unhealthy
7867,84.6,4.9,1684,1.3,Healthy
7758,84.9,6.8,1645,2,Healthy
8082,84.7,7.7,1653,1.1,Healthy
7745,85.2,6.3,1751,2.9,Healthy
7607,84.6,8.5,2126,1.9,Healthy
7552,85.2,4.7,2072,2.4,Healthy
7699,85.5,8.3,1784,1.4,Healthy
7285,84.7,8.2,1715,2.1,Healthy
7695,85.3,8.1,2136,2.1,Healthy
8036,85.3,4.2,2218,2.9,Unhealthy
7742,84.6,6.3,2158,1.2,Healthy
7683,84.9,8.7,2028,2.7,Healthy
8083,85,6.9,1763,2.7,Unhealthy
7922,85.4,4.9,1702,1.4,Healthy
7474,84.9,6.3,1942,2.5,Healthy
8143,85.5,6.3,1641,1.4,Unhealthy
7259,84.7,6.6,2036,2.8,Healthy
7248,85.5,7,1676,1.6,Healthy
7962,84.7,5.1,1902,1.1,Healthy
7996,84.8,6.2,1700,1.9,Healthy
7619,85.5,4.9,1976,2.9,Healthy
7692,85.4,4.2,1817,1.2,Healthy
7809,85.2,6,1981,2.8,Healthy
8013,85.3,7.9,1902,2.3,Healthy
7350,84.6,5.6,2144,1.4,Healthy
7624,85.2,4,1850,1.1,Healthy
7779,84.7,5.4,2129,1.9,Healthy
8088,84.6,7.1,1686,1.9,Healthy
7903,84.9,4.7,2137,2.3,Healthy
7875,84.5,7.4,1961,1.9,Healthy
7335,85.1,7.5,1633,2.4,Healthy
7395,85,4.8,2162,1.4,Healthy
7401,85.5,5.9,1757,2.6,Healthy
7398,85.1,8.4,2007,1.9,Healthy
7898,84.8,5.7,2037,2.6,Healthy
7389,84.8,7.9,2146,2.8,Healthy
7813,85.1,8.4,2200,2.3,Healthy
7872,85.4,8.2,2109,1.6,Healthy
8001,85.4,7.3,1958,3,Healthy
7227,85.1,5.3,2046,2.1,Healthy
7760,85.2,7.5,1959,2.7,Healthy
8023,84.6,8.9,1856,2.4,Healthy
8049,84.6,6.6,2165,1.4,Unhealthy
7242,84.7,5.5,2069,2.3,Healthy
7998,85.4,7.5,2001,2.2,Healthy
8119,84.6,5.5,1788,1.7,Unhealthy
7523,85,8.6,1729,3,Healthy
7358,84.5,5.3,1684,1.2,Healthy
7510,85.3,7.2,2057,1.5,Healthy
7518,85.5,5,2103,2,Healthy
7210,84.8,7.9,1774,2.6,Healthy
7786,85.2,6.8,1666,2.5,Healthy
8133,84.6,4.3,1996,2.3,Unhealthy
8144,85,5.7,2124,2.9,Unhealthy
7406,85,7.9,1797,2,Healthy
7720,85.5,6.4,1676,2,Healthy
7985,85,4.4,1995,2.1,Healthy
8010,84.7,8.6,2106,2.4,Unhealthy
7438,85.2,5.3,2073,1.7,Healthy
7239,85,5.4,2153,2.2,Healthy
7271,85,4.2,1973,1,Healthy
7403,84.6,4.8,1906,2.9,Healthy
8122,84.9,8.2,2181,1.1,Unhealthy
8181,84.9,7.2,1949,1.1,Unhealthy
7577,85,9,2156,2.5,Healthy
8131,84.9,5.9,1835,1.7,Unhealthy
7392,85,6.1,2186,2.2,Healthy
7916,85.4,5.8,1655,2.1,Healthy
7783,85.4,6.3,1689,2.9,Healthy
7695,85.3,5.1,2220,2.8,Healthy
7710,84.5,8.6,1678,1.8,Healthy
7231,85,5.7,2203,1,Healthy
7964,85.2,4.8,2168,2.2,Healthy
7452,85.4,7,1717,2.1,Healthy
8022,85.5,6.5,1753,2.3,Healthy
7588,85.1,6.7,2056,1.9,Healthy
7578,84.7,7.8,1753,2.2,Healthy
7890,85.1,6.8,2085,2.2,Healthy
7214,84.6,4.4,1773,1.5,Healthy
8040,85.4,4.6,2201,2.3,Unhealthy
7527,84.5,7.2,2124,2.5,Healthy
7764,85.4,4.7,1641,2.5,Healthy
7777,85.1,8.7,1859,3,Healthy
7951,85.1,8.3,2022,1.7,Healthy
7942,84.5,6.7,1846,2.6,Healthy
7716,85,6.4,1912,1.6,Healthy
7307,84.5,7.2,1677,1.5,Healthy
7596,85.3,5.8,1706,2,Healthy
8129,84.7,6.6,1683,2.1,Unhealthy
7932,84.6,8.6,2094,2.9,Healthy
7418,85.1,5.9,1945,2.6,Healthy
7550,85.3,6.1,1945,1.3,Healthy
7465,84.9,6,1649,2.2,Healthy
7303,84.6,4.2,1625,1,Healthy
7752,84.7,7,1922,1.3,Healthy
8163,84.9,8.6,2194,2.5,Unhealthy
7960,85,7.3,2072,1.2,Healthy
7463,85.2,5.7,2178,1.5,Healthy
7828,85.2,8,2028,1.1,Healthy
7702,85.1,7.6,1704,2.4,Healthy
7435,85.1,6.5,2122,1.1,Healthy
7769,84.6,4.4,2134,1.9,Healthy
7467,85.4,7,2145,2.4,Healthy
7973,84.8,8,1670,1.9,Healthy
7941,84.8,7.2,1713,1.2,Healthy
7873,84.6,4.6,2129,1.4,Healthy
7511,85.4,7.8,1833,2.4,Healthy
7755,85.1,5.2,1789,2.7,Healthy
7680,84.6,8.6,2082,2,Healthy
7320,84.9,7,1714,1.6,Healthy
7946,85.2,7.8,1985,2.5,Healthy
7969,85.2,5.6,1765,2.1,Healthy
7536,84.6,8.9,1737,2.4,Healthy
7606,84.8,7.6,1978,1.2,Healthy
7166,85.3,8.1,2130,2.3,Healthy
8083,84.8,6.8,2083,2.5,Unhealthy
7560,85.2,4.6,1941,2.5,Healthy
7395,85.1,6.8,2000,1.3,Healthy
7391,85.2,5.6,1953,1.1,Healthy
7255,84.9,4.9,2200,1.9,Healthy
7876,84.8,7.2,1730,1.4,Healthy
7390,85.3,6.1,2021,2.1,Healthy
7341,84.6,7.3,2074,2.8,Healthy
7299,85.5,8.9,1651,2.1,Healthy
7805,85,7,1755,3,Healthy
7839,85.3,7,1858,2.7,Healthy
8110,84.6,6.1,1880,2.8,Unhealthy
7172,85,5.8,1689,1.6,Healthy
7578,85.4,7.3,1902,1.5,Healthy
7623,85.1,5.8,2026,1.8,Healthy
8006,85.2,8.3,1768,2.8,Healthy
7606,84.5,7,1893,1.7,Healthy
7322,84.5,5.8,2135,1.9,Healthy
7770,85.3,4.7,1780,2.5,Healthy
7924,84.9,5.4,2117,1.6,Healthy
7982,85.2,4.9,1955,2.9,Healthy
7242,84.9,7.6,2031,1.3,Healthy
7229,84.6,7.6,1905,1.5,Healthy
7792,85.1,5.8,1933,3,Healthy
8131,85.2,8.5,2053,1.5,Unhealthy
7489,85.3,7.8,2160,1,Healthy
7533,84.7,4.7,2181,1.7,Healthy
8032,84.6,5.6,1913,2.6,Healthy
7358,84.9,4,2035,1.6,Healthy
7369,85,8.6,1869,1.3,Healthy
7467,85.4,7.3,1620,2.2,Healthy
7686,85,8.9,1695,1.8,Healthy
7419,85.3,5.8,1894,2.2,Healthy
7908,85.3,6.5,2126,1.5,Healthy
7636,84.8,7.7,1925,1.5,Healthy
7750,84.6,7.5,1639,1,Healthy
7897,85.3,7.5,2041,1.3,Healthy
7461,85.5,7,1624,1.4,Healthy
7160,84.9,7.7,2001,2.9,Healthy
7759,84.9,5.7,1813,2.1,Healthy
7647,84.6,4.2,1819,2.8,Healthy
7614,84.6,7.4,1963,2.4,Healthy
7469,84.7,4.6,1863,1.4,Healthy
7359,84.9,6.9,2112,1.2,Healthy
8011,84.8,5.2,1799,3,Healthy
7433,84.5,6,1838,2.7,Healthy
8116,84.6,4.1,1760,2,Unhealthy
7534,85,4.7,1952,2.1,Healthy
7699,84.6,4,2018,1.1,Healthy
7388,84.6,4.4,1612,2.2,Healthy
7483,85.3,5.1,2058,1.5,Healthy
7377,85.2,8.4,2202,2,Healthy
7519,85.1,6.4,2175,1.1,Healthy
7690,85.2,8,1702,2.3,Healthy
7876,85.3,5.1,2126,2.9,Healthy
7378,85.1,8,1896,2.5,Healthy
7680,85.3,7.6,2181,2.7,Healthy
7433,84.7,5.3,1618,1.7,Healthy
7641,84.7,8.8,2117,1.1,Healthy
7496,84.6,7,2091,1.3,Healthy
7807,84.8,5,2185,2,Healthy
7273,85,4.9,1700,1.3,Healthy
7293,85.3,6.8,1886,1.2,Healthy
7561,84.6,6,2015,2.8,Healthy
7895,85.3,7.1,1816,1.3,Healthy
7653,85.4,8.9,1712,2.4,Healthy
7330,84.7,4.5,1794,1.4,Healthy
7746,85,6.3,2159,2.9,Healthy
7643,85,8.3,2032,2.8,Healthy
7859,84.7,5.2,1745,2.9,Healthy
7471,85.4,6.6,2005,1.8,Healthy
7319,85.2,5.2,2009,2.6,Healthy
7691,85.2,6.6,1633,1.6,Healthy
7283,85.2,7.3,2115,2.6,Healthy
7469,84.5,5.8,2071,2.5,Healthy
7875,84.7,8.5,1900,2.4,Healthy
7450,85.4,6,1977,1.7,Healthy
7738,85.5,5.4,1764,1.7,Healthy
7545,84.7,7.5,1663,2.9,Healthy
7950,85.1,7.8,1777,1.7,Healthy
7635,85.2,7.3,1698,1.3,Healthy
7220,85.4,7.7,1828,2.4,Healthy
7274,85.3,5.4,2166,1,Healthy
7188,85.2,8.1,2046,1.9,Healthy
7667,85.2,4.1,1744,2.2,Healthy
8002,85.1,8,1738,1.3,Healthy
7349,85.2,8.7,1802,1.5,Healthy
7704,85,4.6,2140,2.4,Healthy
7752,85,4.3,2186,1.7,Healthy
7588,84.8,8.5,2069,2.5,Healthy
7860,85.3,4.3,2066,2.4,Healthy
7494,85,5.9,1886,2.2,Healthy
7800,85.4,7.2,1682,2,Healthy
7259,85.2,4.6,2039,2,Healthy
7720,85.1,5.9,1633,2.7,Healthy
7878,84.8,6.6,1937,2.8,Healthy
7322,84.9,4.9,2068,2.2,Healthy
7987,85.1,5.2,2115,2.8,Healthy
7736,84.6,4.6,1883,2.2,Healthy
7676,84.6,4.7,1865,2.6,Healthy
7782,84.7,6.4,1640,1.6,Healthy
7129,85.3,7.3,2028,1.6,Healthy
7603,84.7,8.2,2185,1.1,Healthy
7137,84.7,4.5,1652,1.6,Healthy
7980,84.8,7.6,1723,1.4,Healthy
7733,84.5,8,1760,2.9,Healthy
7992,85.1,6.5,2048,2.1,Healthy
7482,84.8,6.6,1917,1.1,Healthy
8046,84.8,7.2,2152,1.3,Unhealthy
7785,84.6,4.1,1612,2.9,Healthy
7445,84.9,6.1,2160,1.2,Healthy
7267,84.7,6.3,2074,2.7,Healthy
7851,84.6,7,1973,1.8,Healthy
7997,85.2,4.5,1609,1.6,Healthy
7139,85.3,8.5,1660,1.3,Healthy
7433,85.3,7.1,2148,2.3,Healthy
7430,85.3,7,1928,2.3,Healthy
7547,85,7.9,2169,2.5,Healthy
7989,85.1,8.5,1709,2,Healthy
7489,85.2,8,1669,2.2,Healthy
7357,84.9,7,2086,2.7,Healthy
8013,85.4,6.8,1854,1.3,Healthy
7402,85.4,8,1874,3,Healthy
7896,84.6,6.7,2000,2.6,Healthy
7122,85,8.5,2067,1.5,Healthy
7714,84.9,8.8,1892,2,Healthy
7382,85,5.5,1928,2.2,Healthy
7808,85.2,7.2,2173,1.2,Healthy
7651,85.3,5.7,1830,2.5,Healthy
7331,84.6,8.8,2032,2.8,Healthy
7652,85,4.5,2098,3,Healthy
7443,84.5,5.7,1800,1.2,Healthy
7149,85.5,8.3,1681,1.1,Healthy
7477,85.4,4.4,1881,2,Healthy
7775,85.3,6.7,2007,2.2,Healthy
7956,84.7,7.7,1655,1.3,Healthy
7676,85.6,6.1,2145,1.3,Healthy
7710,86.3,7.6,1860,2.2,Healthy
7611,85.6,7.7,1704,2.3,Healthy
7410,86.2,7,1885,1.9,Healthy
7389,85.8,5,1951,2,Healthy
7782,86.1,5.3,1810,1,Healthy
7110,86.4,5.2,1929,1.5,Healthy
7688,85.6,4.4,1895,2.8,Healthy
7963,85.6,8.2,1966,2,Healthy
7512,86.4,6.9,2075,2.3,Healthy
7551,85.8,4.3,2143,2.5,Healthy
7572,86.2,8.7,2161,1.9,Healthy
7132,86.4,8,2133,1.4,Healthy
7684,85.5,8.7,1945,1.9,Healthy
7585,86.5,8.1,1659,1.8,Healthy
7432,85.8,8.7,2031,2,Healthy
7848,86.2,6,2200,2.9,Healthy
7426,86.3,8.3,2192,2.2,Healthy
7870,85.6,7.8,1732,3,Healthy
7877,85.9,6.1,1975,1.4,Healthy
7720,85.9,8,1615,2.7,Healthy
7412,86.1,7.5,1679,1.3,Healthy
8084,86.3,5.4,2125,2.5,Unhealthy
7473,85.8,6.9,1730,2.7,Healthy
7754,86.2,5,1671,2.4,Healthy
7986,86.3,8.7,1638,1.7,Healthy
7674,86.1,4.5,1670,1.8,Healthy
7289,85.5,5.4,1614,2.3,Healthy
7887,86.3,6.7,2059,2.2,Healthy
7499,86.3,4.5,1607,1.1,Healthy
7709,85.7,7.2,1886,1.4,Healthy
8071,86.5,4,1931,2,Unhealthy
7903,86.3,4.4,1693,2.6,Healthy
7803,86.3,6.4,1843,2.2,Healthy
7696,86.3,8.4,2070,1.9,Healthy
7715,85.7,7.2,1962,1.9,Healthy
7278,85.6,6.7,2073,1.1,Healthy
7371,85.7,4.6,1738,2.4,Healthy
7440,86,4.7,1949,2.2,Healthy
7848,86.1,7,1697,1.7,Healthy
7237,86.4,9,1639,3,Healthy
7194,86,5.4,1854,2.1,Healthy
7205,86.4,8.3,2046,2,Healthy
7744,85.6,8.9,1965,2.1,Healthy
7957,85.8,6,1886,1.9,Healthy
7324,85.8,6.6,1957,2.4,Healthy
7555,85.8,7.2,1910,1.4,Healthy
7616,86.5,8.4,2056,2.7,Healthy
7365,85.8,8.8,2067,2.5,Healthy
8003,85.5,5.9,1635,2.2,Healthy
7531,86.4,8.3,1893,1.7,Healthy
7235,85.6,5.3,1858,2.5,Healthy
7682,85.7,8.5,1743,1.5,Healthy
7904,86.3,8.7,2014,2.9,Healthy
7925,86,4.5,2059,1.8,Healthy
7797,85.7,7.1,1690,2.9,Healthy
7258,86.2,5.7,1716,1.7,Healthy
7359,86.3,8.8,1693,1,Healthy
7119,86.1,6.5,1914,1.1,Healthy
7406,86.1,7,1813,3,Healthy
7902,86.1,6.7,1701,1.5,Healthy
7833,86.1,7.8,1700,1.6,Healthy
7880,86.3,5.6,1827,1.4,Healthy
7276,85.6,8.5,1984,2.3,Healthy
8038,86.4,5,1814,3,Healthy
7800,86.2,5.6,1635,1.9,Healthy
8024,85.9,8.6,1801,1.8,Healthy
7236,86.3,6.1,2173,1.2,Healthy
7747,86.3,8.6,2071,2.6,Healthy
7806,86.5,8.2,1947,1.4,Healthy
7508,85.9,5.8,1879,1.9,Healthy
7523,86.1,5.5,1814,1.3,Healthy
7972,85.9,8.9,1954,1.3,Healthy
7442,85.6,4.5,1924,1.8,Healthy
7427,85.9,7.9,1772,1.3,Healthy
7812,86.3,4,2147,2.3,Healthy
7678,86.2,8.9,1943,1.7,Healthy
7084,86.2,4.9,1810,1.1,Healthy
7147,85.6,7.4,1614,1.4,Healthy
7734,86.4,6.7,1944,2.8,Healthy
7604,86.2,5.8,1691,1,Healthy
7519,86.4,7.2,2164,1.6,Healthy
7561,86.5,4,1942,1.9,Healthy
7409,85.5,4.2,2055,1.3,Healthy
7747,85.7,5.4,1989,1.3,Healthy
7949,86.2,8.1,1930,1.4,Healthy
7628,86.4,8.8,2093,1.7,Healthy
7503,85.8,6.6,1792,3,Healthy
7100,85.6,5.5,2073,1.5,Healthy
7399,86.3,4.8,2072,2.3,Healthy
7398,85.7,4.4,2017,2.6,Healthy
7374,85.7,4,1926,1.1,Healthy
7266,85.6,8,1617,1.7,Healthy
7877,85.8,9,2142,2,Healthy
7100,86.2,4.8,1906,2.5,Healthy
7832,86,4.7,1895,1.4,Healthy
7126,86.5,6.3,1924,1.2,Healthy
7153,86.4,7.6,1849,2.3,Healthy
7817,86.2,7.8,1968,1.9,Healthy
7729,86.3,6.9,1686,3,Healthy
7145,86.5,8.7,1685,1.9,Healthy
7635,86.4,8,1992,2.5,Healthy
7627,86,5.3,2078,1.7,Healthy
7134,86.3,7.8,1872,3,Healthy
7270,86,5.8,1873,1.5,Healthy
7224,86.1,5.2,2157,2,Healthy
7795,86.1,5.3,1806,1.4,Healthy
7885,85.9,6.8,1845,1.8,Healthy
7661,86.1,8,2140,2,Healthy
7710,86.1,7.9,2187,1.5,Healthy
8057,85.7,4,1965,2.9,Unhealthy
7424,86.2,8.9,2103,2.8,Healthy
7457,85.9,4,1780,1.5,Healthy
7769,86.1,7.1,1816,2.9,Healthy
7436,86.2,6.4,1703,2.4,Healthy
